pakistan_green,"""Pakistan Green""",#000000,0,102,0
palatinate_blue,"""Palatinate Blue""",#000000,39,59,226
palatinate_purple,"""Palatinate Purple""",#000000,104,40,96
pale_blue,"""Pale Blue""",#000000,175,238,238
pale_brown,"""Pale Brown""",#000000,152,118,84
pale_cerulean,"""Pale Cerulean""",#000000,155,196,226
pale_chestnut,"""Pale Chestnut""",#000000,221,173,175
pale_cornflower_blue,"""Pale Cornflower Blue""",#000000,171,205,239
pale_gold,"""Pale Gold""",#000000,230,190,138
pale_goldenrod,"""Pale Goldenrod""",#000000,238,232,170
pale_green,"""Pale Green""",#000000,152,251,152
pale_lavender,"""Pale Lavender""",#000000,220,208,255
pale_magenta,"""Pale Magenta""",#000000,249,132,229
pale_pink,"""Pale Pink""",#000000,250,218,221
pale_red-violet,"""Pale Red-Violet""",#000000,219,112,147
pale_robin_egg_blue,"""Pale Robin Egg Blue""",#000000,150,222,209
pale_silver,"""Pale Silver""",#000000,201,192,187
pale_spring_bud,"""Pale Spring Bud""",#000000,236,235,189
pale_taupe,"""Pale Taupe""",#000000,188,152,126
pansy_purple,"""Pansy Purple""",#000000,120,24,74
papaya_whip,"""Papaya Whip""",#000000,255,239,213
pastel_blue,"""Pastel Blue""",#000000,174,198,207
pastel_brown,"""Pastel Brown""",#000000,131,105,83
pastel_gray,"""Pastel Gray""",#000000,207,207,196
pastel_green,"""Pastel Green""",#000000,119,221,119
pastel_magenta,"""Pastel Magenta""",#000000,244,154,194
pastel_orange,"""Pastel Orange""",#000000,255,179,71
pastel_pink,"""Pastel Pink""",#000000,222,165,164
pastel_purple,"""Pastel Purple""",#000000,179,158,181
pastel_red,"""Pastel Red""",#000000,255,105,97
pastel_violet,"""Pastel Violet""",#000000,203,153,201
pastel_yellow,"""Pastel Yellow""",#000000,253,253,150
patriarch,"""Patriarch""",#000000,128,0,128
peach,"""Peach""",#000000,255,229,180
peach-orange,"""Peach-Orange""",#000000,255,204,153
peach_puff,"""Peach Puff""",#000000,255,218,185
peach-yellow,"""Peach-Yellow""",#000000,250,223,173
pear,"""Pear""",#000000,209,226,49
pearl,"""Pearl""",#000000,234,224,200
pearl_aqua,"""Pearl Aqua""",#000000,136,216,192
pearly_purple,"""Pearly Purple""",#000000,183,104,162
peridot,"""Peridot""",#000000,230,226,0
persian_blue,"""Persian Blue""",#000000,28,57,187
persian_green,"""Persian Green""",#000000,0,166,147
persian_indigo,"""Persian Indigo""",#000000,50,18,122
persian_orange,"""Persian Orange""",#000000,217,144,88
persian_pink,"""Persian Pink""",#000000,247,127,190
persian_plum,"""Persian Plum""",#000000,112,28,28
persian_red,"""Persian Red""",#000000,204,51,51
persian_rose,"""Persian Rose""",#000000,254,40,162
persimmon,"""Persimmon""",#000000,236,88,0
peru,"""Peru""",#000000,205,133,63
phlox,"""Phlox""",#000000,223,0,255
phthalo_blue,"""Phthalo Blue""",#000000,0,15,137
phthalo_green,"""Phthalo Green""",#000000,18,53,36
piggy_pink,"""Piggy Pink""",#000000,253,221,230
pine_green,"""Pine Green""",#000000,1,121,111
pink,"""Pink""",#000000,255,192,203
pink_lace,"""Pink Lace""",#000000,255,221,244
pink_pearl,"""Pink Pearl""",#000000,231,172,207
pink_sherbet,"""Pink Sherbet""",#000000,247,143,167
pistachio,"""Pistachio""",#000000,147,197,114
platinum,"""Platinum""",#000000,229,228,226
plum_(traditional),"""Plum (Traditional)""",#000000,142,69,133
portland_orange,"""Portland Orange""",#000000,255,90,54
powder_blue_(web),"""Powder Blue (Web)""",#000000,176,224,230
princeton_orange,"""Princeton Orange""",#000000,255,143,0
prussian_blue,"""Prussian Blue""",#000000,0,49,83
puce,"""Puce""",#000000,204,136,153
pumpkin,"""Pumpkin""",#000000,255,117,24
purple_heart,"""Purple Heart""",#000000,105,53,156
purple_mountain_majesty,"""Purple Mountain Majesty""",#000000,150,120,182
purple_(munsell),"""Purple (Munsell)""",#000000,159,0,197
purple_pizzazz,"""Purple Pizzazz""",#000000,254,78,218
purple_taupe,"""Purple Taupe""",#000000,80,64,77
purple_(x11),"""Purple (X11)""",#000000,160,32,240
quartz,"""Quartz""",#000000,81,72,79
radical_red,"""Radical Red""",#000000,255,53,94
rajah,"""Rajah""",#000000,251,171,96
raspberry,"""Raspberry""",#000000,227,11,93
raspberry_pink,"""Raspberry Pink""",#000000,226,80,152
raspberry_rose,"""Raspberry Rose""",#000000,179,68,108
raw_umber,"""Raw Umber""",#000000,130,102,68
razzle_dazzle_rose,"""Razzle Dazzle Rose""",#000000,255,51,204
razzmatazz,"""Razzmatazz""",#000000,227,37,107
red,"""Red""",#000000,255,0,0
red_devil,"""Red Devil""",#000000,134,1,17
red_(munsell),"""Red (Munsell)""",#000000,242,0,60
red_(ncs),"""Red (Ncs)""",#000000,196,2,51
red-orange,"""Red-Orange""",#000000,255,83,73
red_(pigment),"""Red (Pigment)""",#000000,237,28,36
red_(ryb),"""Red (Ryb)""",#000000,254,39,18
redwood,"""Redwood""",#000000,171,78,82
regalia,"""Regalia""",#000000,82,45,128
resolution_blue,"""Resolution Blue""",#000000,0,35,135
rich_black,"""Rich Black""",#000000,0,64,64
rich_brilliant_lavender,"""Rich Brilliant Lavender""",#000000,241,167,254
rich_electric_blue,"""Rich Electric Blue""",#000000,8,146,208
rich_lavender,"""Rich Lavender""",#000000,167,107,207
rich_lilac,"""Rich Lilac""",#000000,182,102,210
rifle_green,"""Rifle Green""",#000000,65,72,51
robin_egg_blue,"""Robin Egg Blue""",#000000,0,204,204
rose_bonbon,"""Rose Bonbon""",#000000,249,66,158
rose_ebony,"""Rose Ebony""",#000000,103,72,70
rose_gold,"""Rose Gold""",#000000,183,110,121
rose_pink,"""Rose Pink""",#000000,255,102,204
rose_quartz,"""Rose Quartz""",#000000,170,152,169
rose_taupe,"""Rose Taupe""",#000000,144,93,93
rosewood,"""Rosewood""",#000000,101,0,11
rosso_corsa,"""Rosso Corsa""",#000000,212,0,0
rosy_brown,"""Rosy Brown""",#000000,188,143,143
royal_azure,"""Royal Azure""",#000000,0,56,168
royal_blue_(traditional),"""Royal Blue (Traditional)""",#000000,0,35,102
royal_blue_(web),"""Royal Blue (Web)""",#000000,65,105,225
royal_fuchsia,"""Royal Fuchsia""",#000000,202,44,146
royal_purple,"""Royal Purple""",#000000,120,81,169
rubine_red,"""Rubine Red""",#000000,209,0,86
ruby,"""Ruby""",#000000,224,17,95
ruby_red,"""Ruby Red""",#000000,155,17,30
ruddy,"""Ruddy""",#000000,255,0,40
ruddy_brown,"""Ruddy Brown""",#000000,187,101,40
ruddy_pink,"""Ruddy Pink""",#000000,225,142,150
rufous,"""Rufous""",#000000,168,28,7
russet,"""Russet""",#000000,128,70,27
rust,"""Rust""",#000000,183,65,14
rusty_red,"""Rusty Red""",#000000,218,44,67
sacramento_state_green,"""Sacramento State Green""",#000000,0,86,63
saddle_brown,"""Saddle Brown""",#000000,139,69,19
safety_orange_(blaze_orange),"""Safety Orange (Blaze Orange)""",#000000,255,103,0
saffron,"""Saffron""",#000000,244,196,48
salmon,"""Salmon""",#000000,255,140,105
salmon_pink,"""Salmon Pink""",#000000,255,145,164
sandstorm,"""Sandstorm""",#000000,236,213,64
sandy_brown,"""Sandy Brown""",#000000,244,164,96
sangria,"""Sangria""",#000000,146,0,10
sap_green,"""Sap Green""",#000000,80,125,42
sapphire,"""Sapphire""",#000000,15,82,186
satin_sheen_gold,"""Satin Sheen Gold""",#000000,203,161,53
scarlet,"""Scarlet""",#000000,255,36,0
scarlet_(crayola),"""Scarlet (Crayola)""",#000000,253,14,53
school_bus_yellow,"""School Bus Yellow""",#000000,255,216,0
screamin'_green,"""Screamin' Green""",#000000,118,255,122
sea_blue,"""Sea Blue""",#000000,0,105,148
sea_green,"""Sea Green""",#000000,46,139,87
seal_brown,"""Seal Brown""",#000000,50,20,20
seashell,"""Seashell""",#000000,255,245,238
selective_yellow,"""Selective Yellow""",#000000,255,186,0
sepia,"""Sepia""",#000000,112,66,20
shadow,"""Shadow""",#000000,138,121,93
shamrock_green,"""Shamrock Green""",#000000,0,158,96
shocking_pink,"""Shocking Pink""",#000000,252,15,192
shocking_pink_(crayola),"""Shocking Pink (Crayola)""",#000000,255,111,255
sienna,"""Sienna""",#000000,136,45,23
silver,"""Silver""",#000000,192,192,192
sinopia,"""Sinopia""",#000000,203,65,11
skobeloff,"""Skobeloff""",#000000,0,116,116
sky_blue,"""Sky Blue""",#000000,135,206,235
sky_magenta,"""Sky Magenta""",#000000,207,113,175
slate_blue,"""Slate Blue""",#000000,106,90,205
slate_gray,"""Slate Gray""",#000000,112,128,144
smokey_topaz,"""Smokey Topaz""",#000000,147,61,65
smoky_black,"""Smoky Black""",#000000,16,12,8
snow,"""Snow""",#000000,255,250,250
spiro_disco_ball,"""Spiro Disco Ball""",#000000,15,192,252
spring_bud,"""Spring Bud""",#000000,167,252,0
st._patrick's_blue,"""St. Patrick'S Blue""",#000000,35,41,122
steel_blue,"""Steel Blue""",#000000,70,130,180
stormcloud,"""Stormcloud""",#000000,79,102,106
straw,"""Straw""",#000000,228,217,111
sunglow,"""Sunglow""",#000000,255,204,51
tan,"""Tan""",#000000,210,180,140
tangelo,"""Tangelo""",#000000,249,77,0
tangerine,"""Tangerine""",#000000,242,133,0
tangerine_yellow,"""Tangerine Yellow""",#000000,255,204,0
taupe_gray,"""Taupe Gray""",#000000,139,133,137
tea_green,"""Tea Green""",#000000,208,240,192
teal,"""Teal""",#000000,0,128,128
teal_blue,"""Teal Blue""",#000000,54,117,136
teal_green,"""Teal Green""",#000000,0,130,127
telemagenta,"""Telemagenta""",#000000,207,52,118
tenné_(tawny),"""Tenné (Tawny)""",#000000,205,87,0
terra_cotta,"""Terra Cotta""",#000000,226,114,91
thistle,"""Thistle""",#000000,216,191,216
tickle_me_pink,"""Tickle Me Pink""",#000000,252,137,172
tiffany_blue,"""Tiffany Blue""",#000000,10,186,181
tiger's_eye,"""Tiger'S Eye""",#000000,224,141,60
timberwolf,"""Timberwolf""",#000000,219,215,210
titanium_yellow,"""Titanium Yellow""",#000000,238,230,0
tomato,"""Tomato""",#000000,255,99,71
toolbox,"""Toolbox""",#000000,116,108,192
topaz,"""Topaz""",#000000,255,200,124
tropical_rain_forest,"""Tropical Rain Forest""",#000000,0,117,94
true_blue,"""True Blue""",#000000,0,115,207
tufts_blue,"""Tufts Blue""",#000000,65,125,193
tumbleweed,"""Tumbleweed""",#000000,222,170,136
turkish_rose,"""Turkish Rose""",#000000,181,114,129
turquoise,"""Turquoise""",#000000,48,213,200
turquoise_blue,"""Turquoise Blue""",#000000,0,255,239
turquoise_green,"""Turquoise Green""",#000000,160,214,180
tuscan_red,"""Tuscan Red""",#000000,124,72,72
twilight_lavender,"""Twilight Lavender""",#000000,138,73,107
tyrian_purple,"""Tyrian Purple""",#000000,102,2,60
ua_blue,"""Ua Blue""",#000000,0,51,170
ua_red,"""Ua Red""",#000000,217,0,76
ube,"""Ube""",#000000,136,120,195
ucla_blue,"""Ucla Blue""",#000000,83,104,149
ucla_gold,"""Ucla Gold""",#000000,255,179,0
ufo_green,"""Ufo Green""",#000000,60,208,112
ultramarine,"""Ultramarine""",#000000,18,10,143
ultramarine_blue,"""Ultramarine Blue""",#000000,65,102,245
umber,"""Umber""",#000000,99,81,71
unbleached_silk,"""Unbleached Silk""",#000000,255,221,202
united_nations_blue,"""United Nations Blue""",#000000,91,146,229
university_of_california_gold,"""University Of California Gold""",#000000,183,135,39
unmellow_yellow,"""Unmellow Yellow""",#000000,255,255,102
up_maroon,"""Up Maroon""",#000000,123,17,19
upsdell_red,"""Upsdell Red""",#000000,174,32,41
urobilin,"""Urobilin""",#000000,225,173,33
usafa_blue,"""Usafa Blue""",#000000,0,79,152
utah_crimson,"""Utah Crimson""",#000000,211,0,63
vegas_gold,"""Vegas Gold""",#000000,197,179,88
venetian_red,"""Venetian Red""",#000000,200,8,21
verdigris,"""Verdigris""",#000000,67,179,174
violet-blue,"""Violet-Blue""",#000000,50,74,178
violet_(color_wheel),"""Violet (Color Wheel)""",#000000,127,0,255
violet_(ryb),"""Violet (Ryb)""",#000000,134,1,175
viridian,"""Viridian""",#000000,64,130,109
vivid_auburn,"""Vivid Auburn""",#000000,146,39,36
vivid_burgundy,"""Vivid Burgundy""",#000000,159,29,53
vivid_cerise,"""Vivid Cerise""",#000000,218,29,129
vivid_tangerine,"""Vivid Tangerine""",#000000,255,160,137
vivid_violet,"""Vivid Violet""",#000000,159,0,255
warm_black,"""Warm Black""",#000000,0,66,66
waterspout,"""Waterspout""",#000000,164,244,249
wenge,"""Wenge""",#000000,100,84,82
wheat,"""Wheat""",#000000,245,222,179
white,"""White""",#000000,255,255,255
white_smoke,"""White Smoke""",#000000,245,245,245
wild_blue_yonder,"""Wild Blue Yonder""",#000000,162,173,208
wild_strawberry,"""Wild Strawberry""",#000000,255,67,164
wild_watermelon,"""Wild Watermelon""",#000000,252,108,133
wine,"""Wine""",#000000,114,47,55
wisteria,"""Wisteria""",#000000,201,160,220
xanadu,"""Xanadu""",#000000,115,134,120
yale_blue,"""Yale Blue""",#000000,15,77,146
yellow-green,"""Yellow-Green""",#000000,154,205,50
yellow_(munsell),"""Yellow (Munsell)""",#000000,239,204,0
yellow_(ncs),"""Yellow (Ncs)""",#000000,255,211,0
yellow_orange,"""Yellow Orange""",#000000,255,174,66
yellow_(ryb),"""Yellow (Ryb)""",#000000,254,254,51
zaffre,"""Zaffre""",#000000,0,20,168
zinnwaldite_brown,"""Zinnwaldite Brown""",#000000,44,22,8
black,"""Black""",#000000,10,5,2
black,"""Black""",#000000,17,0,17
black,"""Black""",#000000,29,24,23
blue,"""Blue""",#000000,0,51,119
blue,"""Blue""",#000000,0,72,186
blue,"""Blue""",#000000,0,117,179
blue,"""Blue""",#000000,0,119,179
blue,"""Blue""",#000000,1,56,106
blue,"""Blue""",#000000,1,101,252
blue,"""Blue""",#000000,2,0,53
blue,"""Blue""",#000000,12,191,233
blue,"""Blue""",#000000,15,59,87
blue,"""Blue""",#000000,25,116,210
blue,"""Blue""",#000000,26,193,221
blue,"""Blue""",#000000,34,130,168
blue,"""Blue""",#000000,36,160,237
blue,"""Blue""",#000000,65,253,254
blue,"""Blue""",#000000,79,115,142
blue,"""Blue""",#000000,109,169,210
blue,"""Blue""",#000000,132,173,219
brown,"""Brown""",#000000,74,44,42
brown,"""Brown""",#000000,89,60,57
brown,"""Brown""",#000000,115,98,74
brown,"""Brown""",#000000,122,106,79
brown,"""Brown""",#000000,126,57,47
brown,"""Brown""",#000000,127,98,68
brown,"""Brown""",#000000,133,94,66
brown,"""Brown""",#000000,135,110,75
brown,"""Brown""",#000000,149,69,53
brown,"""Brown""",#000000,152,98,60
brown,"""Brown""",#000000,153,102,51
brown,"""Brown""",#000000,158,91,64
brown,"""Brown""",#000000,159,125,79
brown,"""Brown""",#000000,161,114,73
brown,"""Brown""",#000000,168,121,0
brown,"""Brown""",#000000,176,114,74
brown,"""Brown""",#000000,182,158,135
brown,"""Brown""",#000000,184,122,89
brown,"""Brown""",#000000,187,136,85
brown,"""Brown""",#000000,204,136,51
brown,"""Brown""",#000000,226,194,142
green,"""Green""",#000000,0,100,0
green,"""Green""",#000000,3,53,0
green,"""Green""",#000000,17,87,74
green,"""Green""",#000000,51,184,100
green,"""Green""",#000000,60,141,13
green,"""Green""",#000000,84,172,104
green,"""Green""",#000000,102,205,170
green,"""Green""",#000000,118,181,131
grey,"""Grey""",#000000,54,55,55
grey,"""Grey""",#000000,78,85,82
grey,"""Grey""",#000000,94,94,94
grey,"""Grey""",#000000,102,106,109
grey,"""Grey""",#000000,113,112,110
grey,"""Grey""",#000000,114,122,124
grey,"""Grey""",#000000,125,127,124
grey,"""Grey""",#000000,130,134,138
grey,"""Grey""",#000000,131,132,146
grey,"""Grey""",#000000,135,141,145
grey,"""Grey""",#000000,149,145,140
grey,"""Grey""",#000000,152,150,164
grey,"""Grey""",#000000,156,155,152
grey,"""Grey""",#000000,159,159,159
grey,"""Grey""",#000000,168,169,168
grey,"""Grey""",#000000,169,176,180
grey,"""Grey""",#000000,171,175,174
grey,"""Grey""",#000000,182,181,184
grey,"""Grey""",#000000,187,187,187
orange,"""Orange""",#000000,235,97,35
orange,"""Orange""",#000000,253,111,59
orange,"""Orange""",#000000,254,103,0
orange,"""Orange""",#000000,255,53,3
orange,"""Orange""",#000000,255,87,33
orange,"""Orange""",#000000,255,95,0
orange,"""Orange""",#000000,255,102,0
orange,"""Orange""",#000000,255,112,52
orange,"""Orange""",#000000,255,113,36
orange,"""Orange""",#000000,255,141,40
orange,"""Orange""",#000000,255,160,0
violet,"""Violet""",#000000,65,0,86
violet,"""Violet""",#000000,114,0,88
violet,"""Violet""",#000000,122,84,127
violet,"""Violet""",#000000,127,62,152
violet,"""Violet""",#000000,128,55,144
violet,"""Violet""",#000000,137,69,133
violet,"""Violet""",#000000,154,44,160
violet,"""Violet""",#000000,156,81,182
violet,"""Violet""",#000000,158,67,162
violet,"""Violet""",#000000,164,66,160
violet,"""Violet""",#000000,173,10,253
violet,"""Violet""",#000000,181,110,220
violet,"""Violet""",#000000,183,144,212
violet,"""Violet""",#000000,188,19,254
violet,"""Violet""",#000000,191,119,246
violet,"""Violet""",#000000,204,0,255
white,"""White""",#000000,188,192,204
white,"""White""",#000000,191,189,193
white,"""White""",#000000,191,200,195
white,"""White""",#000000,192,198,201
white,"""White""",#000000,197,198,199
white,"""White""",#000000,198,197,198
white,"""White""",#000000,201,202,209
white,"""White""",#000000,205,204,208
white,"""White""",#000000,210,209,205
white,"""White""",#000000,214,215,210
white,"""White""",#000000,217,223,224
white,"""White""",#000000,236,236,236
yellow,"""Yellow""",#000000,213,182,10
yellow,"""Yellow""",#000000,223,255,79
yellow,"""Yellow""",#000000,252,209,22
yellow,"""Yellow""",#000000,252,252,93
yellow,"""Yellow""",#000000,253,220,92
yellow,"""Yellow""",#000000,254,255,127
yellow,"""Yellow""",#000000,255,227,2
yellow,"""Yellow""",#000000,255,252,121
yellow,"""Yellow""",#000000,255,253,1
yellow,"""Yellow""",#000000,255,254,64
yellow,"""Yellow""",#000000,255,254,122
yellow,"""Yellow""",#000000,255,255,17
yellow,"""Yellow""",#000000,255,255,20
yellow,"""Yellow""",#000000,255,255,51
